,full_text,sentiment
1311,Bjirrr dahhhh koridor 8 numpuk di pasar baru percuma bjirrr ini udah mau 20 menit numpuk @PT_Transjakarta,negatif
1312,Saldo saya lagi dan lagi ke debet 2x tap di bus yang sama dan di mesin yang sama.. gmn solusinya @PT_Transjakarta,negatif
1313,fungsi petugas yang ada di halte tj tu cuma main hp sama bolak balik aja ya? not help anything @PT_Transjakarta,negatif
1314,hai @PT_Transjakarta mau tanya dari halte bekasi barat ke (mendekati) AD Premier Jl TB Simatupang rutenya gmn ya? thank youuu,netral
1315,Halo min mau tanya tj dari Jelambar mau ke Serpong naiknya rute apa ya? Terimakasih @PT_Transjakarta,netral
1316,Pengguna koridor 9 kan banyak bgt nih min ditambahin armadanya bisa kali.... sejam nunggu ga dapet2 karena penuh trs ga pulang2 ini saya @PT_Transjakarta,negatif
1317,min dari sekitar serpong mau ke jkt bisa naik tj ga? Kalo iya rutenya gimana ya pliss @PT_Transjakarta,netral
1318,Hallo @PT_Transjakarta saya tap in di halte CSW dan transit di halte Kuningan Barat untuk lanjut naik bus 9D. tp pas saya mau tap out di dalam bus mesin nya malah tap in lagi. itu kenapa ya?,negatif
1319,mau tanya dong min kalo rute transjakarta dari halte adam malik sampe stie trisakti tuh gimana yahh? @PT_Transjakarta,netral
1320,Min rute ke tenis indoor senayan dari karawaci gimana ya? Dan kalo hari minggu jam operasionalnya mulai dari jam berapa sampe berapa ya? @PT_Transjakarta,netral
1321,halo admin @PT_Transjakarta kalau dari pluit ke gbk disarankan untuk naik apa ya? soalnya banyak halte yang sedang direvitalisasi. terima kasih!,netral
1322,Transjakarta + mikrotrans emg kombi yg nais buat gue yg neken budget ongkos jaman masih mesti naik gojek + krl sehari bs abis 40an skrg kalo PP naik TJ + mikrotrans sehari cuma 7500,positif
1323,Woyyyyy @PT_Transjakarta balikin rute R1A ini udah satu jam nunggu 1A semuanya penuh gimana nih ? Katanya udh tambah armada knp masih numpuk begini kacau,negatif
1324,Dear @PT_Transjakarta tolong dong driver yg sore sampe mlm ini bawa bis dr pluit - tomang dikasih bonus sbg penghargaan atas effortnya yg luar biasa menghadapi macet yg parah bgt sampe ga gerak makasih,positif
1325,mimin mau nanya dong halte mana ya yg terintegrasi sama lrt di kelapa gading? @PT_Transjakarta,netral
1326,Min mau nanya D11 rute sekarang pemberhentiannya dimana aja? @PT_Transjakarta,netral
1327,Halo PT @PT_Transjakarta saya kehilangan payung lipat warna hitam pagi ini sekitaran jam 7 hingga jam 8 ketika berangkat kerja. Saya tadi naik SAF 001 dg rute 5D arah Cililitan turun di Bidara Cina. Kemudian dr Bidara Cina lanjut naik 5N arah Ragunan naik JDM 230066 turun,negatif
1328,min koridor 7 sama 9 hari ini beroperasi tidak yaa? sampai jam berapa beroperasinya? @PT_Transjakarta,netral
1329,Admin @PT_Transjakarta dari Ragunan adakah rute yg turunnya Deket Jiexpo?,netral
1330,Min @PT_Transjakarta TJ Koridor 10H operasional ga?,netral
1331,miminn mau tanya kalo naik kereta dari st. tanah abang ke balai kota/kementrian esdm naik koridor berapa yaa @PT_Transjakarta,netral
1332,koridor 9 napa dah? parah amat ini pak @PT_Transjakarta,negatif
1333,Halo bus yang rutenya melewati TVRI apa saja ya @PT_Transjakarta ?,netral
1334,Ini halte monas pembangunannya selesai kapan ya buat perpanjangan ke selatan? @PT_Transjakarta kasian banget liatnya pada numpuk di situ tp halte sentral sementaranya kecil,negatif
1335,Min 9d masih ada ga dr kuningan barat arah pasming? @PT_Transjakarta,netral
1336,mohon info min mengenai tarif integrasi kok saya kayanya belom pernah dapet gitu yak? ada teknisnya kah @PT_Transjakarta @TfJakarta saya naik mrt dan busway,netral
1337,TransJakarta hentikan sementara rute Pulogadung-Kantor Wali Kota Jakut,netral
1338,Hai kak @PT_Transjakarta . Boleh minta saran rute tujuan ke Sarinah dari matraman 1. Makasih banyak kak.,netral
1339,Perlu cara-cara yang bisa memaksa penumpang untuk memberikan tempat duduk prioritas kepada yang lebih berhak di Bus Transjakarta KRL dan KA Lokal,negatif
1340,PT Transportasi Jakarta (TransJakarta) mengumumkan peluncuran rute baru S41 yang menghubungkan Pondok Cabe dengan Lebak Bulus.,netral
1341,commuting pake transjakarta tuh nyaman. bis nya BERSIH BGT ac nya dingin,positif
1342,alhamdulilah masih dapet bis terakhir Transjakarta,netral
1343,halo min @PT_Transjakarta kalau mau ke stasiun pasar senen dari tanah abang bisa naik rute apa dan turun di halte mana ya?,netral
1344,Iyaa setuju supir jak lingko Transjakarta Mikrotrans pada ramah-ramah dan alhamdulillah mereka tuh nggak ugal-ugalan. Kan banyak yaaa supir-supir angkutan umum yang ugal-ugalan karena ngejar penumpang karena ngejar target,positif
1345,Transjakarta stop nyusahin penumpang anjir. Gak sekali ya gue begini kalo naik tj non brt kadang kartu suka gak kebaca padahal kl ditap di halte bisa. Ini masih mending karna gue bawa 2 kartu dan gue punya hp yang bisa top up dr hp bayangin kalo ada orang tua yang kyk gue?,negatif
1346,Min @PT_Transjakarta 4C arah Pemuda mana sih? Saya udah 20 menit nunggu di Tosari.,negatif
1347,Sebenernya dari segi quantity Transjakarta ini sudah banyak hanya saja masalah timing ini kadang-kadang tidak pas. Menyebabkan keterlambatan dan kecepatan kedatangan busnya jadi tidak pasti. Semoga periode oke gas bisa memperbaiki.,negatif
1348,kok aku naik 6M (arah Blok M) ga lewat jalur bus dan berhenti di Widya Chandra sih barusan .. jadi terpaksa ikut ke GBK deh transitnya @PT_Transjakarta,negatif
1349,doaku ramadhan tahun ini semoga habis lebaran ada aplikasi buat ngelacak bus TJ @PT_Transjakarta,netral
1350,min please lah 7f 10D jgn beroperasi di jam kerja aja jadiin 24 jam @PT_Transjakarta,netral
1351,cara dari stasiun bekasi ke sumarecon mall bekasi naik tj gimana yaa?? @PT_Transjakarta,netral
1352,min @PT_Transjakarta busway Rambutan - Kp melayu hari ini paling malam berangkat jam berapa?,netral
1353,Min @PT_Transjakarta kalo dari halte pondok pinang ke halte petamburan ada rute nya gak ya?,netral
1354,Halo admin @PT_Transjakarta kalo mau ke fx sudirman dari cawang sentral naik koridor berapa ya?,netral
1355,To long donk @PT_Transjakarta busway 4C klo beroperasi jangan Jalan ber iringan jedanya deket banget. Bus yang belakang gak angkut penumpang cuma ngintil bus 4C di depanya yg lebih dulu angkut penumpang. Efeknya klo nunggu 4C di halte bundaran senayan lama banget dah,negatif
1356,Halo @mrtjakarta @PT_Transjakarta adakan akses jalur integrasi khusus dari halte galunggung untuk langsung ke stasiun MRT dukuh atas dong,netral
1357,Hai min @PT_Transjakarta kalau mau ke ITC Mangga dua (Pasar Pagi) naik TJ dari Kalideres saya ke koridor mana aja ya? Mohon arahannya.,netral
1358,Tolong diperbaiki dong @PT_Transjakarta ada bocor di 3 deretan kursi penumpang utk bus nopol B7184UGA rute Pulogadung Monas smp monas jam 19.53 WIB.,negatif
1359,Situasi arus lalu lintas di Halte Transjakarta Adam Malik Petukangan Utara terpantau ada mobil parkir menutupi jalan hingga mengganggu pengendara lain.,negatif
1360,Halo @PT_Transjakarta ijin lapor di halte Tije Cikoko saat rush hour antrian penumpang yg hbs turun dr bus hendak keluar itu mengular panjang smtr gate cuman 2 mungkin bisa diberi solusi agar tdk tjd hal demikian. Terimakasih,negatif
1361,Skills : mengetahui rute transjakarta beserta koridor.,netral
1362,Mengawali Senin pagi dengan naik transjakarta lagi ke kantor,netral
1363,Transjakarta during rush hour are so ruthless. Like lu udh setengah duduk tetep aja diserobot njir? Kursi prioritas ga ada artinya lagi blom lagi dorong dorongannya bjirrrr ga kuat ga lagi gw mending gw nongkrong dulu nunggu rush hour kelar.,negatif
1364,Halte Monas ini emang sumber masalah Transjakarta deh.,negatif
1365,Mulai 1 Mei Bus Transjakarta hanya pungut Tarip Rp3.500 ke Bandara Soetta,positif
1366,Transjakarta yg kearah Tj Priok udh 4x lewat sedangkan yg kearah pgc blm ada yg lewat tuh gmne konsepnya ya,negatif
1367,GILA SETENGAH JAM GA LEWAT2 3D WOY ARMADA LU PADA DIMANA @PT_Transjakarta,negatif
1368,hai min jam operasional rute 9D dan 4B sampai jam berapa yaa? @PT_Transjakarta,netral
1369,Min @PT_Transjakarta s11 naik turunin penumpang depan trisakti dan untar tidak ? Makasih,netral
1370,untuk besok pagi pemberangkatan pertama s21 dari halte tiptop ciputat jam berapa yaa? @PT_Transjakarta,netral
1371,Halte transjakarta ngapain ganti2 nama sih ga penting amat hampir kelewat turun,negatif
1372,Min @PT_Transjakarta gimana sih udah naik tap in kepotong saldonya. Pas tap out malah kepotong lg dan tulisannya tap in. Kalau gini terus ngisi e-money berapapun jd abis,negatif
1373,T12 arah tangerang posisi dimana min? @PT_Transjakarta saya di kb jeruk,netral
1374,Sore @PT_Transjakarta dari Halte Gn. Sahari menuju Halte Sawah Besar rutenya bagaimana ya?,netral
1375,min info rute busway transjakarta dari harapan indah ke sudirman @PT_Transjakarta,netral
1376,Halo min @PT_Transjakarta 6N arah blok m sekarang posisinya dimana yaa? Terima kasihh,netral
1377,Jak Lingko tuh ngebantu banget. Bgt. Gue jujur paling males sama angkutan umum karena menurut gue lama dan dan efektif. Akhirnya nemu jak lingko yang integrasi dengan transjakarta,positif
1378,Min @PT_Transjakarta dari halte kalideres mau ke SMA Hang Tuah 1 naiknya koridor berapa aja min?,netral
1379,siang min @PT_Transjakarta rute dari halte salemba ke halte Pasar Rumput gimana ya urutan nya?,netral
1380,Min @PT_Transjakarta kalau dari penjaten village mau ke kokas naik busway enaknya pakai rute mana ya?,netral
1381,ada cctv ga sih di sekitar halte sana? @PT_Transjakarta,netral
1382,Lu ngantuk-ngantuk terus bus belom dateng eh malah nyium bau pesing. Bisa kali dikurangi bau dari toilet di halte monas @PT_Transjakarta,netral
1383,Min Bus TJ871 jurusan 1E meresahkan bawanya. Klakson terus dan geser2 terus. Ya namanya jalannya cuma 2 baris ya sabar aja sih ga usah klakson2 terus mentang2 lebih tinggi lihatnya @PT_Transjakarta,negatif
1384,Berasa percuma naik busway. Mending gausah ada transportasi umum kalau kayak gini gangerti @PT_Transjakarta kalau nanya ini dimana. Di slipi aku naik 10H. Tolong dong ini parah bgt,negatif
1385,Sumpah ga ketulungan ini 6U kalo senin hampir 30 menit nungguin @PT_Transjakarta,negatif
1386,halo boleh tau rute busway dari stasiun sudirman ke hollywood xxi? @PT_Transjakarta,netral
1387,Mohon infonya min TJ Cibubur-BKN paling malem jam berapa @PT_Transjakarta,netral
1388,Min @PT_Transjakarta tolong donk koridor 7 blok m - kp rambutan jgn terlalu lama armadanya dijam sibuk ini sdh 30 menit di mampang belum ada juga,negatif
1389,"Ini L13E, 13C kok sedikit banget udh nunggu sejam di tegalparang arah puribeta cuma lewat 1 penuh banget tolonglah jangan sesedikit ini @PT_Transjakarta",negatif
1390,Setelah sekian purnama akhirnya bus Transjakarta bisa ditrack lagi di Google Maps secara live!! Terima kasih atas perbaikan layanannya @PT_Transjakarta,positif
1391,Tahukah anda setiap hari pada pukul 05.00 sampai 07.00 tarif bus Transjakarta menjadi Rp.2000. waktu dihitung ketika saldo uang elektronik terpotong alias ketika tap out,netral
1392,Alternatif rute transjakarta sepanjang jalur MRT Lebak Bulus Bundaran HI.,netral
1393,Akibat peristiwa ini penumpukan penumpang terjadi di sejumlah stasiun dan halte TransJakarta.,negatif
1394,Hi.. @PT_Transjakarta saya mau menyampaikan terkait pemotongan 2 kali tap in dan tap out. Bukan kemarin saja hal spt ini terjadi.. sebelumnya jg namun saya tidak cek melalui app. Hanya melihat dr mesin bhw kartu sy terpotong lg saldonya. Semoga dpt segera diperbaiki sistem ini.,negatif
1395,Min @PT_Transjakarta ini jembatan halte unj rawamangun udah berhari-hari mati lampu. Mohon dibantu cek ya Terima kasih,negatif
1396,Kak @PT_Transjakarta tolong dong mesin pemindai kartu di Bus 4C bagian tengah dilengkapi. Jd penumpang bisa tap di 2 mesin. Mesin yg ada di bagian depan tidak bisa mengcover penumpang apalagi di jam sibuk dan macet. Akibatnya perjalanan lama. Apalagi tidak ada petugas di dalam.,negatif
1397,Kantor (Tendean) ke rumah: Mobil pribadi: 1 5 jam Transjakarta: 50 menit Cuma 3 500 pula,positif
1398,ini sistemnya ngebaca kartu aja lama banget min upgrade dong. bikin antri panjang :@PT_Transjakarta,negatif
1399,Tolong di tindak lanjut pengendara @PT_Transjakarta jaklinko no 49 nomor nya LSG 1782. Nyetirnya ugal membahayakan penumpang apalagi orang tua bisa jantungan. Sering bgt ketemu driver jaklinko aneh bgni emosian galak kenapa ya min pada bgtu?,negatif
1400,Bus Transjakarta sebagai sarana berpindah tempat,netral
1401,setelah sekian lama akhirnya merasakan transjakarta lagi,netral
1402,huru-hara jkt kembali lgi krn mrt gak operasi tp agak terharu sama transjakarta krn somehow sigap lsg banyak bus nya,positif
1403,Terulang dan kembali terulang supir yang tidak sesuai prosedur main dilewati saja saya padahal saya sudah kasih aba tangan untuk naik lokasi dekat pasar kopro 09.58 JAK 30 KWK 1052 @JaklingkoID_ @PT_Transjakarta,negatif
1404,Pagi @PT_Transjakarta kok hari ini lama banget ya 6B arah semanggi. Ada kendala apa ya? Ga sesuai dengan waktu yg ada di web. Setiap di cek mundur lg waktunya,negatif
1405,Min @PT_Transjakarta dari Busway T11 mau ke Kelapa Gading harus transit di halte mana ya dan lanjut naik busway ke arah mana? Terima Kasih,netral
1406,Halte Transjakarta Bundaran HI pukul 18.05 sudah penuh meski jalan Thamrin kosong,netral
1407,ke jepang naik transjakarta bisa gak sih?,netral
1408,Agak kesal dengan perubahan rute transjakarta. Karena bikin nambah cost dan tenaga...,negatif
1409,Saya itungin sampe 46 bus transjakarta terjebak macet disepanjang jalan raya ciledug,negatif
1410,Min @PT_Transjakarta info jadwal 6P kuningan - cibubur,netral
1411,gw pulang dri fx jam 7 ampe sekarang sampai nih setlist pajama mau selesai blm sampai rumah nih ajg karena naik Transjakarta,negatif
1412,Kenapa si 2a selalu lama min @PT_Transjakarta,negatif
1413,jam segini belom tidur padahal pagi harus war kursi di transjakarta,netral
1414,mau tanya kalau rute busway ke JIS dari Palem Semi Tangerang rute transitnya dmn ya? beroperasi dari jam brp sampe jam brp? @PT_Transjakarta,netral
1415,Sudah hampir 5 bulan lift Halte Transjakarta Cikoko arah barat tidak berfungsi. Katanya masih dalam pengerjaan tapi gak beres-beres lama banget. Gimana warga yang hanya dapat mengandalkan lift?,negatif
1416,Halo min mau tanya kalau mau ke Sarinah dari kota turun di halte mana ya? Terima kasih sebelumnya @PT_Transjakarta,netral
1417,min mohon info halte tj terdekat dari aspen residence apartment tower B fatmawati apa yaa? apakah dari halte tsb menuju aspen dapat ditempuh dgn berjalan kaki? @PT_Transjakarta,netral
1418,pagi @PT_Transjakarta min dari cibubur ke jgc bisa naik rute apa ya?,netral
1419,mau nanya kalo dari halte pinang ranti ke balai kartini rutenya gmna ya? @PT_Transjakarta,netral
1420,Selamat sore kak @PT_Transjakarta mohon infonya dari halte pasar baru timur ke gajah mada plaza bagaimana yaa?,netral
1421,101 Bus Transjakarta Dikerahkan Antisipasi Dampak Terhentinya Operasional MRT,netral
1422,Pagii min @PT_Transjakarta tolong donk koridor 2A kalau pagi jam sibuk jangan yg 1 pintu itu penumpang banyak bgt. Jd tolong lebih di perhatikan lagi jika jam sibuk sdh selesai baru deh pintu 1. Dorong2 hampir mau jatuh!!! Tolong donk min,negatif
1423,Kenapa sih tiap kali tap-in di halte BRT terus tap-out nya di non BRT saldo kepotong 2x?? Udah mana harus reset kartu. Kalau ngga di reset terus-terusan kepotong 2x @PT_Transjakarta,negatif
1424,Kacau sih @PT_Transjakarta nunggu stgh jam jak 37 ga lewat2,negatif
1425,Penumpang MRT Ramai-ramai Beralih ke Transjakarta Imbas Insiden Besi Crane Jatuh,netral
1426,Kak @PT_Transjakarta kalo dari CSW mau ke Lippo Mall Kramat Jati naik TJ no berapa ya?,netral
1427,Salah satu tantangan besar pengguna Transjakarta adalah rutenya banyak dan harus update dengan perubahan.,netral
1428,Pagi min @PT_Transjakarta untuk hari Minggu 7F mulai beroperasi jam berapa ?,netral
1429,Ini @PT_Transjakarta gk berbenah apa ya udh tau matraman macet bgt transjakarta 5M masih aja ngetem di kp. melayunya kelamaan penumpang berangkat pagian karna estimasi buat macet di matraman tp percuma karna di kp. melayu 5M ngetem lama bgt tolong,negatif
1430,Min @PT_Transjakarta Bus 9D turun di Stasiun Tanahabang ga?,netral
1431,Min @PT_Transjakarta Bus 1R operasional terakhir dr Bus stop balaikota di Jam berapa,netral
1432,Insiden Alat Berat Jatuh Penumpang MRT Jakarta Padati Halte TransJakarta,netral
1433,DI PEREMPATAN DEKET STASIUN MRT ADA IKLAN ATEEZ??!?!?!! ANJIRRRR GW SEKOLAH LEWAT SINI TERUSSSSSS,positif
1434,Gerbong MRT Jakarta,netral
1435,Emang ya segala sesuatu yang berlebihan itu gak baik. Kemaren abis ketawa puas banget sama team mates di business lounge yang udah 'ninggalin' gue buat long holiday a.k.a isoman trus jalan naek metro (mrt di sini). super happy.,positif
1436,Gue norak bgt pdhal cm naik mrt tp seneng bgt wkwkwkwk,positif
1437,Minta makan sushi tapi naik mrt dulu A day with 2 cimit,netral
1438,Setelah sekian lama ga mrt an hihi,positif
1439,30.01.22 MRT STATION BLOK M JAKARTA Bisa mulai di ambil dari jam 12 yaa limited pax Diingetin sekali lagi mohon tidak berkerumun dan mematuhi aturan selama berada di wilayah MRT‍️,netral
1440,meskipun di samping MRT Lebak Bulus tempat nya enak banget,positif
1441,udah vaksin 2x boleh naik MRT,netral
1442,Dek maskernya dipake jangan dipegang doang -staf mrt,netral
1443,haloo besok ada yang mau bareng kah kesini dari stasiun mrt? reply aja ya nanti aku dm,netral
1444,Yha begitulahhh wuaaKKK inii g ada niatan putu2 duduk di MRT juga,negatif
1445,Yang mau ke kuncit/lotte naik MRT bisa turun di benhil ya guysss,netral
1446,Bersama Dirut MRT Jakarta Plt Gubernur Penjajakan MRT Mamminasata,netral
1447,alhamdulillah hari ini bener2 lancar gada kendala pas mau ketemu bayi seneng dehh bisa foto sama LED taynew semoga next time foto sama orgnya langsung yaaa!!! MRT Blok M Thankyou,positif
1448,MRT Akan Hadir di Mamminasata,netral
